vin,driver_id,start_timestamp,end_timestamp,daily_rate,region
I571918O,DRV_376,1725748968,1731364968,406.02,South
G978820F,DRV_763,1708209237,1710542037,495.1,Central
Q959310O,DRV_489,1712231856,,412.21,Northeast
G595327D,DRV_718,1710422798,1712669198,445.67,Northeast
Z522395V,DRV_649,1707282918,,469.4,East
B974801I,DRV_125,1709352675,1712117475,511.32,Northwest
R406088U,DRV_538,1711519020,1717135020,557.94,Central
U302843K,DRV_266,1710574995,1711438995,432.81,Northeast
F413836D,DRV_570,1722970686,1728327486,378.27,West
U807154H,DRV_665,1731216748,1732253548,523.94,North
C483503Z,DRV_165,1716736682,,476.07,South
B906594F,DRV_838,1716819761,,469.15,South
C182037H,DRV_263,1709925443,1711567043,635.57,Central
C033119C,DRV_508,1708490596,1710132196,637.76,North
N243106X,DRV_758,1727431509,1729073109,618.13,Northeast
H278680E,DRV_839,1712278445,,474.74,North
A311656D,DRV_422,1713767470,,609.93,Northwest
H339187T,DRV_651,1720724270,,390.78,Central
X806174T,DRV_835,1706224600,1706656600,533.54,Northeast
Q885165W,DRV_881,1733167572,1737919572,475.52,East
C346578H,DRV_317,1711262069,1715927669,578.84,Central
Y806578F,DRV_165,1735368639,1737183039,362.59,South
P403450V,DRV_194,1705876350,1711751550,486.01,East
L143888S,DRV_194,1723480584,1723739784,353.0,South
I376724P,DRV_189,1715518964,1722949364,469.34,North
U627570W,DRV_214,1725290090,1727277290,630.72,West
O379237Q,DRV_316,1731760504,1735389304,484.67,Central
U142626X,DRV_317,1732357499,1738232699,368.93,South
W706540Y,DRV_926,1721950015,1723332415,631.79,South
K874315U,DRV_467,1709869457,1711424657,551.19,South
N215704P,DRV_103,1715072173,,439.01,Northeast
W696582E,DRV_494,1712416262,1718550662,603.73,East
I755719H,DRV_103,1733707003,1737854203,542.27,Central
G747016D,DRV_173,1730488351,1733944351,430.48,Central
J331509O,DRV_704,1720024075,1727022475,522.2,Northeast
D951718A,DRV_214,1718445389,1720864589,646.1,Northwest
P078447Z,DRV_570,1720107590,1723995590,541.56,East
J836440L,DRV_381,1713467230,1717268830,511.9,East
O482814G,DRV_859,1733410670,1738940270,640.79,Central
N848421V,DRV_189,1728620512,1730780512,586.86,North
F656766R,DRV_323,1730695996,1733287996,647.41,Northeast
Y258313I,DRV_754,1713554815,1715714815,383.0,Northwest
B643815H,DRV_165,1718180724,1724660724,355.52,North
D534624U,DRV_333,1717680416,1718026016,535.43,South
F702966B,DRV_467,1715035332,,630.78,South
B912419T,DRV_373,1705897881,1713501081,373.18,West
S807374E,DRV_733,1708444472,1712764472,631.06,South
W940196U,DRV_786,1707237790,,514.92,South
N507527W,DRV_833,1704328978,1705106578,557.33,North
P612275A,DRV_369,1713969221,1717511621,571.54,North
C268117X,DRV_261,1707762690,1714501890,521.8,North
V595269T,DRV_195,1724133312,,599.01,Northwest
Q539502D,DRV_275,1729949519,1734874319,419.83,East
F668893O,DRV_646,1711644831,1715705631,376.11,Northwest
I379473P,DRV_570,1716197501,1718271101,421.94,North
F434558I,DRV_981,1710298922,1716174122,462.91,North
E930103C,DRV_763,1717965888,1721594688,356.51,East
N848421V,DRV_532,1710552249,1714613049,482.09,East
Q998543T,DRV_532,1714167555,,491.25,West
O589178N,DRV_204,1709139248,1710608048,609.12,Central
Y806578F,DRV_621,1732489147,1738018747,553.31,East
D990162L,DRV_799,1708161587,1711703987,633.16,Central
V740640N,DRV_981,1734605600,1740480800,564.26,West
A457759X,DRV_649,1722650922,1725415722,641.24,East
F210202W,DRV_658,1707208441,1707986041,567.0,North
F668893O,DRV_296,1727612975,1733228975,459.28,East
Y154100C,DRV_646,1718817742,,551.84,South
F068536X,DRV_323,1735040930,1740311330,615.43,East
N182449T,DRV_862,1733976118,1734062518,470.69,East
O175496X,DRV_396,1726033745,1726638545,492.68,Northwest
T389083P,DRV_204,1712595606,1712682006,544.86,Northwest
Q808412H,DRV_924,1717600272,1718637072,466.09,South
P268705Q,DRV_204,1707870769,1709080369,485.58,Central
P133412L,DRV_127,1726369708,1732158508,544.99,West
D990162L,DRV_242,1735525262,1738290062,491.04,West
W832731J,DRV_350,1712775522,,520.92,Northeast
H825537Q,DRV_742,1735268998,1738811398,388.96,West
A995604Y,DRV_704,1727877680,1732802480,637.78,Northwest
D759464T,DRV_323,1708193462,1712859062,411.73,Northwest
H086211J,DRV_384,1714232745,1721576745,602.71,Northwest
U356159Q,DRV_487,1733545921,1738816321,437.49,West
J590599K,DRV_488,1708915609,1712026009,508.45,South
K324210Y,DRV_532,1725683662,1730435662,614.69,South
S807374E,DRV_195,1730796475,1731746875,503.36,West
N518347I,DRV_370,1721465824,1728118624,379.34,Northeast
E084700Z,DRV_241,1709060367,1711738767,556.83,West
R261796C,DRV_106,1706235809,1711765409,427.14,South
V611254D,DRV_144,1707373973,1712212373,431.1,Northwest
I047113I,DRV_125,1718500576,1718932576,543.67,East
N204505R,DRV_674,1727254329,1729673529,649.82,Northeast
V315869J,DRV_370,1725604471,1733121271,477.59,Northwest
U717565Q,DRV_873,1707596663,,498.91,Central
H640376P,DRV_710,1705594362,1712679162,478.47,Northwest
A099770I,DRV_448,1714845880,1719857080,366.05,Central
Q613407W,DRV_564,1721746627,1724338627,432.29,Northeast
M899642V,DRV_181,1725340659,1728451059,496.54,Northwest
T551884K,DRV_570,1712057111,1715081111,461.34,Northeast
E361103E,DRV_263,1732808318,1739547518,479.61,Central
S616928U,DRV_854,1707213908,1714644308,581.53,South
N221890P,DRV_473,1732141625,,592.6,Northeast
X964016G,DRV_396,1705704032,1708555232,588.55,South
Y415667V,DRV_381,1706839010,1708135010,536.41,Central
S843443T,DRV_357,1719089136,1722113136,571.33,East
W805310B,DRV_242,1704780101,1708408901,547.16,East
M269166D,DRV_697,1715814628,1721171428,395.95,North
P537147J,DRV_949,1719063097,1720791097,501.6,West
E039308A,DRV_199,1728931384,1735670584,617.52,East
H219136K,DRV_267,1725389284,1726512484,453.9,East
A514627U,DRV_579,1728261948,1735346748,586.77,South
Y793564Z,DRV_941,1721273898,1728445098,533.42,Central
P104696K,DRV_373,1729069537,,500.69,South
Z427849P,DRV_261,1708185608,1709913608,596.5,West
P859321Q,DRV_369,1715215228,1721954428,516.32,Northwest
P324241X,DRV_814,1711102466,1713780866,405.61,West
I202970E,DRV_423,1708664269,,557.04,Northwest
J167190J,DRV_680,1732632511,1736520511,617.58,North
E573322S,DRV_384,1727188444,1732286044,637.39,East
N182449T,DRV_444,1713437894,1715425094,562.52,South
N788957U,DRV_489,1714655245,1721912845,559.86,Northwest
F131712T,DRV_320,1734541399,1735664599,442.86,South
J078161S,DRV_470,1712544079,,528.18,West
A146584S,DRV_818,1716469452,1723727052,369.65,Northeast
G519108M,DRV_691,1708881388,,607.83,East
J970283U,DRV_384,1726316768,1730031968,610.97,Northeast
R544948G,DRV_754,1733041969,1739435569,556.73,Northeast
A099770I,DRV_758,1720565793,1726095393,640.33,Central
S812067M,DRV_763,1713978622,1721409022,496.57,West
R016571X,DRV_564,1719295259,1721023259,566.5,North
L685054N,DRV_490,1730403248,1731267248,394.58,South
G537735R,DRV_833,1707488995,1714832995,372.1,Northeast
D408240J,DRV_658,1707654327,1707999927,406.32,Northwest
U547772Y,DRV_858,1710043917,1712981517,523.03,Central
O516271Y,DRV_839,1731330356,1734527156,613.06,South
E775204H,DRV_928,1731674978,1733143778,606.83,North
A470551L,DRV_334,1730419245,1733184045,446.53,Northeast
U418328Z,DRV_894,1706054779,1712448379,525.43,Northwest
V315869J,DRV_227,1720174610,1720347410,642.48,Central
C075622J,DRV_376,1721487971,1723820771,400.84,South
H002921X,DRV_818,1718302697,1724437097,462.74,North
L498182L,DRV_214,1724779375,1731432175,370.28,North
V740640N,DRV_144,1706567442,1711578642,440.48,Northeast
K742054R,DRV_505,1722827883,1725592683,409.2,Northeast
C431611K,DRV_742,1718753001,1721345001,378.72,Northwest
D408240J,DRV_804,1706120733,1713551133,429.97,South
W451712O,DRV_266,1714575095,,606.9,North
Q959310O,DRV_181,1734728297,1737320297,446.57,Central
C229959B,DRV_703,1732724571,1735057371,515.53,North
Q467854X,DRV_325,1730207936,,516.62,South
G562636X,DRV_742,1729099872,1731691872,446.6,Northwest
Y806578F,DRV_384,1728533749,1734495349,494.37,Central
B751401V,DRV_532,1715496214,1721198614,456.23,West
Q602606Y,DRV_463,1718367045,1721650245,615.28,Northwest
E039308A,DRV_847,1711327199,1711759199,354.84,West
F644925L,DRV_490,1733987745,,617.05,Northeast
D177449W,DRV_967,1729754815,1732346815,521.92,North
W110475R,DRV_573,1727453358,1728490158,646.76,Central
Q539502D,DRV_203,1729017042,,423.47,South
R183982Y,DRV_658,1732287266,1734447266,367.12,West
Q278681X,DRV_605,1706656732,,634.37,West
P854973R,DRV_873,1725949067,,379.26,Central
N848421V,DRV_928,1733565539,1734170339,436.04,East
L498182L,DRV_703,1705579960,1710936760,378.95,South
E361103E,DRV_743,1719125284,1726814884,439.57,Central
D951718A,DRV_157,1712248925,1713890525,586.8,East
P010651M,DRV_564,1718314396,1722029596,522.66,Central
T564139U,DRV_987,1728109096,1730614696,624.56,West
V740640N,DRV_148,1708081891,,485.09,South
H537474F,DRV_448,1728503469,1728935469,493.01,Northwest
N901398E,DRV_508,1704828685,1707420685,642.59,East
M116155Q,DRV_771,1707379561,1713686761,590.67,Northwest
G590515J,DRV_611,1732913915,1735851515,480.63,Northeast
I305152C,DRV_756,1727455394,1733416994,597.31,West
I499727E,DRV_821,1710289862,1710721862,428.09,Northeast
B998094L,DRV_617,1734049746,1738196946,549.79,West
X964016G,DRV_982,1704389985,1710697185,364.55,Northeast
X181883W,DRV_256,1720791215,1724333615,529.03,South
A514627U,DRV_328,1706468164,1708973764,609.23,North
Q858842E,DRV_854,1715781541,1722779941,466.28,West
S525534R,DRV_862,1706488518,1709339718,431.53,West
W832731J,DRV_333,1721486889,,364.71,North
B383206O,DRV_821,1705322474,1705581674,473.7,Northwest
W832731J,DRV_487,1724980674,1730164674,587.58,East
M543799D,DRV_771,1731237186,1736161986,458.38,North
R623869Y,DRV_569,1723561052,1730300252,434.61,West
Z951343M,DRV_891,1718948024,,639.86,Central
X932528H,DRV_357,1719854984,1726594184,373.74,Central
W365414P,DRV_448,1726467721,1727677321,465.22,South
A080100I,DRV_911,1716578494,1717269694,385.25,Central
R335290J,DRV_508,1704822029,1708278029,451.46,North
J924075G,DRV_195,1730101499,1735631099,539.59,Northeast
O615865T,DRV_334,1731043392,1736400192,641.19,Northeast
S605297X,DRV_444,1731533465,1732656665,557.23,South
Z785969L,DRV_263,1727575051,1730339851,487.57,West
Z299737A,DRV_814,1716221337,1719677337,379.89,Central
F131712T,DRV_296,1713397468,1717631068,434.86,Northwest
Z593252U,DRV_212,1721014747,1727753947,404.0,Northeast
Q685160I,DRV_617,1726356632,1732404632,502.55,Northwest
E013267N,DRV_716,1732795699,1735474099,539.81,East
J590599K,DRV_756,1726979806,1734583006,497.93,Northeast
F154788I,DRV_111,1709339233,1715819233,565.11,Central
N182449T,DRV_838,1732897030,1735921030,439.8,Central
J249035F,DRV_674,1714326447,1714585647,522.33,East
D516060E,DRV_203,1732613151,1738661151,471.55,Northwest
N415747M,DRV_925,1725688359,1728971559,602.9,Central
M473947H,DRV_371,1704680719,1711851919,575.58,West
W921277K,DRV_532,1725495049,1733011849,475.42,East
N109104C,DRV_862,1719838496,1722171296,363.59,South
O615865T,DRV_106,1715831753,1717127753,606.5,West
U356159Q,DRV_350,1708321790,1714283390,441.98,West
R544948G,DRV_801,1718580517,1723332517,470.08,North
P615679S,DRV_324,1706805716,1713372116,406.92,East
D990162L,DRV_786,1732206072,1735057272,523.06,Northeast
E459332J,DRV_467,1707866364,1712877564,523.81,Northwest
O626383Z,DRV_859,1721882835,1725857235,607.21,East
S757584H,DRV_658,1704944914,1711943314,545.78,Northeast
I828274L,DRV_967,1730793424,1737359824,597.27,West
I202970E,DRV_858,1726265937,1729635537,585.53,West
Y154100C,DRV_334,1734826617,1736122617,456.63,West
M043898V,DRV_963,1735113078,1735804278,459.56,Northeast
S525534R,DRV_357,1706937842,1710998642,434.63,Central
R623869Y,DRV_204,1725538664,1732450664,613.42,East
H539621X,DRV_181,1708502607,1712649807,538.98,West
V826398I,DRV_949,1735400084,1741534484,450.99,East
Y996504C,DRV_710,1726028431,1731298831,600.03,Northwest
M899642V,DRV_750,1711131135,1713809535,556.95,South
F819600N,DRV_111,1734423297,,519.59,East
T156915U,DRV_452,1730251298,1730424098,398.16,Northeast
I305486E,DRV_703,1721783008,1728781408,582.39,West
Z161369H,DRV_862,1715038986,1722555786,516.89,North
E039308A,DRV_838,1722700732,1729180732,602.45,Northwest
F668893O,DRV_373,1733642157,1740813357,595.07,North
B906594F,DRV_750,1735109246,1739861246,512.09,Northwest
D868633W,DRV_881,1730168123,1735352123,612.54,East
B974801I,DRV_384,1725589847,1732242647,591.19,East
O777014Z,DRV_641,1716158832,,494.58,Northwest
W921277K,DRV_833,1718574528,1722548928,498.72,Northwest
C217043Y,DRV_490,1721700154,1724551354,497.29,West
K740748E,DRV_242,1706235809,1712802209,407.91,Northeast
S296222X,DRV_651,1715263404,1715522604,555.98,Northwest
K193745M,DRV_489,1724447648,1726434848,379.73,Central
D309805D,DRV_564,1718398020,1725223620,368.59,Central
X177852J,DRV_990,1711051880,1711656680,363.82,Central
R387262D,DRV_194,1711306867,1714762867,523.86,South
D408240J,DRV_103,1720184238,1723553838,599.36,West
S843443T,DRV_838,1709959034,1713069434,379.3,North
Q808412H,DRV_357,1716795562,1724312362,455.74,Central
W795687I,DRV_529,1708026073,1715197273,521.71,East
F486528P,DRV_400,1705390131,,382.09,South
V595269T,DRV_432,1724184858,1725308058,624.45,Central
U657661B,DRV_674,1706822320,1714079920,592.92,Northwest
D499471S,DRV_242,1731367131,1732058331,530.82,West
I379473P,DRV_490,1718586648,1725757848,396.25,Central
Z593252U,DRV_296,1731819801,1733979801,412.34,West
G604945K,DRV_494,1729093840,1732290640,508.97,East
S596966H,DRV_649,1719973503,1725330303,538.34,Northeast
R155792T,DRV_975,1705869434,,644.34,South
X792524G,DRV_804,1720002136,1721557336,373.8,West
S757584H,DRV_199,1731381218,1732245218,457.32,Northwest
R335290J,DRV_750,1710706541,1712520941,535.22,South
C431611K,DRV_263,1725330226,1728786226,560.89,South
R339845Y,DRV_963,1708885045,1713291445,565.61,Northwest
M016315X,DRV_941,1723836925,1726515325,613.91,Central
I786527V,DRV_949,1732944633,,401.44,Central
I626765Y,DRV_488,1718913135,1720813935,494.04,West
F579050I,DRV_771,1716936998,1723762598,438.37,West
V445107B,DRV_981,1733326213,1735227013,609.86,Northwest
J226838Q,DRV_891,1710195615,1713392415,445.02,South
G978820F,DRV_532,1721307217,1721912017,435.7,East
H219136K,DRV_981,1734125828,1734298628,380.69,North
Z951343M,DRV_538,1730091740,1733202140,556.54,West
N518347I,DRV_320,1718238351,1722299151,626.95,East
Z397187D,DRV_763,1711516871,1715491271,373.68,South
W991022N,DRV_467,1734354758,1735132358,359.11,North
J121267J,DRV_181,1721218793,1724588393,482.88,South
T226752J,DRV_127,1731333950,1733839550,558.32,Northeast
N591803S,DRV_838,1706268523,1713698923,432.57,South
N182449T,DRV_670,1716128695,1720794295,590.57,South
Z863794A,DRV_881,1707545247,1715321247,604.99,West
J167190J,DRV_324,1711216795,1713895195,494.32,Northeast
R183046M,DRV_858,1706866558,1706952958,614.34,East
G562636X,DRV_448,1717949723,,589.67,Central
G519108M,DRV_263,1734915104,1736729504,553.18,East
Q959310O,DRV_754,1718023442,1718887442,464.38,East
M043898V,DRV_641,1723983819,1728735819,365.9,Northeast
I317461C,DRV_617,1713155265,1715920065,566.56,Northwest
O780913R,DRV_886,1706867666,1707645266,563.37,North
I828274L,DRV_854,1714228588,,618.26,Northeast
Q125674Z,DRV_130,1727814733,1729110733,448.39,Northwest
X170462I,DRV_750,1706017320,1707745320,530.13,South
Q613407W,DRV_666,1733004785,1736115185,644.35,West
I202970E,DRV_470,1718731203,,448.2,Central
R656523P,DRV_987,1716684471,1718412471,454.98,Northwest
V262174N,DRV_448,1710088957,1713544957,428.28,North
S605297X,DRV_698,1733485288,1736422888,557.67,West
X937567R,DRV_818,1730251749,1735694949,427.36,North
Y793564Z,DRV_680,1709414440,1714944040,382.81,North
U047095I,DRV_371,1722793093,1723916293,460.73,Central
D192832Y,DRV_323,1723110088,1728639688,608.84,East
Q356804L,DRV_132,1705477781,1711698581,497.57,Central
J226838Q,DRV_975,1733849625,1734368025,570.24,North
U344565C,DRV_171,1734472109,1737582509,537.24,East
K123828V,DRV_106,1729190071,1733682871,538.75,Central
S339500F,DRV_532,1727554554,1731442554,369.44,Northwest
Z148465S,DRV_926,1718772595,1726202995,474.52,Northwest
O951802Z,DRV_259,1717848241,1723550641,535.23,West
F430391U,DRV_821,1708864797,,567.69,Northeast
Z829114T,DRV_658,1713959483,1715687483,628.07,West
B970629K,DRV_786,1726195187,,546.01,North
S296222X,DRV_317,1706678035,1709615635,457.98,West
A587603Y,DRV_710,1735336098,1737841698,545.17,West
X164535K,DRV_275,1728803483,1730013083,443.87,North
F210202W,DRV_801,1730354686,1731305086,358.79,West
I379473P,DRV_859,1706762554,1714452154,487.15,Northwest
W172513U,DRV_818,1727902885,1733864485,351.63,West
G067883D,DRV_894,1722642832,1725494032,435.18,East
B998094L,DRV_324,1718723804,1719933404,478.37,West
U627570W,DRV_858,1718611993,1723363993,556.42,Central
R183982Y,DRV_263,1730856408,1732843608,419.77,Central
T617990Q,DRV_529,1712755947,,540.53,Northwest
A236231A,DRV_818,1716226666,1718041066,403.01,East
D728679J,DRV_941,1722009969,1724515569,636.12,West
Q356804L,DRV_982,1730412315,,507.16,Central
N204505R,DRV_448,1727118223,1727636623,525.2,East
R544948G,DRV_691,1727155124,1732339124,581.98,Central
T575692U,DRV_317,1732942983,,402.91,Northwest
U046537V,DRV_489,1729412271,1733905071,368.25,South
G590515J,DRV_674,1728997745,1729170545,511.92,South
W832731J,DRV_132,1731709425,,370.96,West
X792524G,DRV_742,1709717851,1710322651,469.47,South
H539621X,DRV_532,1711666771,1715813971,535.72,Central
V322602V,DRV_396,1708202774,1712609174,463.64,North
M468862Z,DRV_981,1717936930,1719664930,471.76,Northwest
I626765Y,DRV_384,1722243218,1726649618,573.86,West
B068486S,DRV_189,1708521675,1712582475,608.52,Central
M355690J,DRV_444,1735142930,1736784530,535.65,South
N329318L,DRV_733,1716132931,1716651331,648.25,North
S605297X,DRV_241,1713067570,1713326770,517.74,West
J374545K,DRV_199,1731660917,1738918517,499.41,North
N175186B,DRV_771,1734761706,1737008106,436.25,North
L143888S,DRV_704,1705774907,,466.85,Central
K367136W,DRV_316,1713703907,1716382307,576.57,Northwest
B230913C,DRV_144,1704983920,1705070320,368.59,Northeast
O536729R,DRV_891,1732136876,1739394476,350.39,Central
S742684H,DRV_357,1732675362,1739673762,361.45,East
G562636X,DRV_490,1712287235,1717557635,589.04,East
R623869Y,DRV_963,1733715149,1740540749,540.64,East
L661797Z,DRV_569,1731629995,,490.97,South
I755719H,DRV_263,1721843255,,604.63,West
I499727E,DRV_479,1707878386,,633.21,North
G537735R,DRV_873,1730745478,1731350278,385.48,Central
I784991G,DRV_975,1734788194,1740231394,494.66,Central
X177852J,DRV_839,1704075175,1710123175,495.41,North
J226838Q,DRV_263,1721197449,1723098249,585.22,West
D990162L,DRV_384,1714627913,1717133513,461.14,South
W172513U,DRV_771,1716171237,1717035237,460.94,North
W940196U,DRV_444,1715122586,1716936986,374.19,Northwest
J924075G,DRV_569,1721184817,1726455217,644.09,East
J078161S,DRV_217,1716195235,1717577635,609.64,Northeast
P615679S,DRV_529,1733502509,1739377709,376.34,North
W832731J,DRV_448,1707173940,1710457140,356.62,Northeast
P859321Q,DRV_754,1720596562,1723534162,362.51,East
T575692U,DRV_463,1706340361,1710055561,531.11,Northwest
E775204H,DRV_452,1730985174,1732713174,560.05,South
F929662O,DRV_839,1716907612,1723128412,625.21,East
A472779F,DRV_370,1721211109,1726395109,410.92,Central
P859321Q,DRV_877,1726695812,1730843012,411.1,North
O497840Z,DRV_189,1716380587,1720959787,593.36,West
Q998543T,DRV_877,1714189548,1715571948,411.55,Northwest
O339421P,DRV_241,1706971287,1708526487,510.56,Northwest
Q602606Y,DRV_352,1711510514,1716348914,436.15,South
R927065U,DRV_171,1711031834,1715783834,558.0,North
C634351X,DRV_777,1734304022,1737846422,528.85,Northwest
W400504X,DRV_463,1718183982,1724318382,460.45,Northwest
Y835841G,DRV_369,1714791685,1716001285,464.44,South
R368876F,DRV_263,1735242179,1736451779,535.21,Central
M115447T,DRV_275,1730275080,1732867080,552.14,North
A299468T,DRV_194,1704330092,1707440492,597.41,South
G667116V,DRV_718,1727270152,1733058952,577.67,North
N901398E,DRV_352,1717038847,1717125247,447.32,Central
R183982Y,DRV_796,1726178324,1727906324,427.55,North
R155792T,DRV_333,1712293366,1718341366,628.66,West
I414384O,DRV_146,1719747255,1720265655,545.7,West
X095701Z,DRV_373,1709442359,1714626359,570.11,Central
T254629F,DRV_267,1710863222,1715442422,457.08,West
W313678P,DRV_422,1706009462,1712230262,642.83,South
W313518S,DRV_444,1733693341,1734211741,358.86,Central
I485807N,DRV_651,1722253952,1724154752,500.0,Northeast
I860084S,DRV_963,1716211795,1717334995,626.66,South
V315869J,DRV_754,1722973224,1728589224,612.88,Northeast
E361103E,DRV_275,1732235991,1734395991,508.22,Northeast
B912419T,DRV_374,1725841217,,477.09,Central
S605297X,DRV_125,1704529299,1708762899,619.62,Northwest
B677219Y,DRV_374,1726915509,,622.06,West
P345401K,DRV_658,1714522020,1716336420,513.29,East
X900343I,DRV_181,1720964556,1721223756,582.87,Northeast
H043289B,DRV_538,1708569012,1710383412,380.26,Central
E459332J,DRV_324,1724350996,,386.99,Central
P010651M,DRV_422,1711185030,1714122630,351.32,Central
I121003M,DRV_384,1733763917,1736701517,509.21,West
G578729I,DRV_862,1705561246,1708585246,510.2,South
F131712T,DRV_646,1734268569,1737810969,625.38,West
I121003M,DRV_373,1725354184,1726909384,404.84,South
Q602606Y,DRV_710,1720990520,,560.97,Northeast
J224447E,DRV_646,1714054492,1714745692,541.99,Central
Z277584F,DRV_148,1727010101,1730379701,357.29,West
R183982Y,DRV_246,1704356245,1712132245,507.21,Northeast
Z785969L,DRV_987,1727757928,1730436328,388.02,Northeast
A913800P,DRV_835,1721767260,,647.89,North
Q539502D,DRV_396,1720395162,1726443162,379.53,Northeast
N124065Y,DRV_376,1710787700,1711651700,400.13,North
L731121U,DRV_157,1726503545,1730305145,391.26,West
F154788I,DRV_508,1713312897,1716164097,600.52,West
B970629K,DRV_505,1709404030,1714415230,592.16,East
P268705Q,DRV_241,1720092552,1724671752,359.61,East
P324241X,DRV_859,1734990546,1739915346,564.49,West
J932480A,DRV_859,1729701898,1730997898,484.71,West
E179327Z,DRV_373,1708728396,1710024396,559.39,Central
V354033H,DRV_396,1732336786,1737088786,387.56,East
V354033H,DRV_171,1709089929,1712027529,586.47,West
I971179B,DRV_384,1724539846,1726527046,366.45,West
B627298Z,DRV_384,1728179979,1732845579,431.39,West
Q467854X,DRV_328,1707385503,1710927903,427.94,South
L498182L,DRV_814,1718773873,1721365873,551.28,Central
C999386C,DRV_847,1724741699,1726296899,600.29,Northeast
K891135P,DRV_470,1721674455,1725994455,457.45,East
L685054N,DRV_742,1720877737,1725543337,473.68,West
P384251X,DRV_532,1711672493,1715733293,499.17,Northeast
V595269T,DRV_189,1722842928,1726298928,545.55,North
V856218W,DRV_777,1731999014,1738479014,393.7,South
I910651D,DRV_266,1704203669,1711374869,365.69,North
F434558I,DRV_267,1717911446,1721108246,541.01,North
R016571X,DRV_488,1706599520,1709796320,360.88,Northwest
D534624U,DRV_214,1705642807,1712295607,467.67,Northwest
J739363U,DRV_698,1733360419,1736989219,632.83,Northeast
N859770R,DRV_204,1705901914,1707025114,505.68,East
N109104C,DRV_173,1708439109,1715696709,497.27,East
P914630F,DRV_545,1725904963,1733594563,596.68,Northeast
I047113I,DRV_320,1731626945,1733095745,552.43,Central
I786691U,DRV_801,1727102935,,582.12,South
F668893O,DRV_765,1717880427,1722286827,582.24,West
I786527V,DRV_765,1705605637,,509.66,Northeast
D814770X,DRV_214,1734523769,1735301369,594.13,North
J167190J,DRV_710,1734697580,,394.05,North
H002921X,DRV_350,1717728742,1720752742,643.62,West
H537474F,DRV_180,1712294725,1715750725,543.91,Northwest
B560932Q,DRV_275,1715423078,1716978278,552.11,East
P010651M,DRV_396,1710525210,1713722010,497.1,Northwest
I499727E,DRV_338,1706808386,,502.5,Northeast
S843443T,DRV_750,1710517902,1716652302,499.56,East
K742054R,DRV_981,1734274972,1740495772,444.93,Northeast
P776945F,DRV_532,1712802405,1713580005,614.48,South
W172513U,DRV_422,1728822158,1730722958,364.92,Northwest
H278680E,DRV_173,1735059132,1738169532,356.14,Northeast
D680876M,DRV_193,1708560103,1715299303,487.4,East
A944064K,DRV_212,1730056380,1733253180,582.71,South
K724004M,DRV_666,1714438288,1718326288,507.59,West
P615679S,DRV_212,1728610965,1731807765,366.14,Northwest
I571918O,DRV_886,1719314966,1720783766,540.94,West
J121267J,DRV_733,1734719543,1741631543,586.13,Northwest
Y793564Z,DRV_167,1711150180,1718494180,380.83,Northwest
M116155Q,DRV_750,1719189587,1726187987,547.73,North
C483503Z,DRV_854,1724080291,1730473891,437.47,South
H339187T,DRV_167,1709605139,1716085139,369.81,Northeast
V826398I,DRV_703,1708130703,1709599503,477.1,Central
U657661B,DRV_508,1719832206,1720437006,609.99,South
N222196R,DRV_680,1723936105,,542.98,West
B230913C,DRV_862,1723121952,1724158752,604.59,Central
S807374E,DRV_665,1711737567,1714675167,455.22,West
F545271F,DRV_658,1725899600,1727541200,416.89,South
H137215C,DRV_400,1713302484,1713993684,490.22,North
I414384O,DRV_103,1704741888,1709407488,414.94,Northeast
L278742B,DRV_698,1715099184,1721924784,421.59,West
B974801I,DRV_448,1730354355,1737611955,607.06,Central
D192832Y,DRV_756,1719924487,1722257287,568.47,North
W909670T,DRV_997,1709554626,1710418626,588.24,South
X181883W,DRV_777,1725454368,1727182368,548.0,North
R261796C,DRV_180,1712877783,1718407383,501.57,South
K123828V,DRV_432,1725395975,,367.47,Northwest
Z884969X,DRV_755,1704910699,1711822699,543.59,North
N243106X,DRV_173,1735361498,1736830298,415.19,West
Y411998D,DRV_259,1735329022,1738180222,612.06,South
D436995C,DRV_267,1715298211,1720309411,637.33,West
Q904530H,DRV_835,1705831382,1708682582,362.03,Central
D728679J,DRV_756,1732511733,1739682933,531.28,Central
T551884K,DRV_924,1726332575,1730047775,641.16,South
Z397187D,DRV_864,1724928511,1729766911,408.55,Central
I095849K,DRV_765,1731271812,1737060612,433.13,North
F210202W,DRV_494,1731128809,1737695209,417.36,Central
I121003M,DRV_473,1719246356,1725553556,399.67,Northwest
C348734E,DRV_756,1724357387,1724616587,590.98,East
V315869J,DRV_891,1724309828,1730703428,494.5,East
I305152C,DRV_505,1731956785,1737486385,458.34,East
T575692U,DRV_370,1710545460,,544.28,Central
Z522395V,DRV_839,1711708220,1712572220,413.95,East
N175186B,DRV_924,1715122307,1719442307,534.88,West
S886805Z,DRV_674,1732902885,1738086885,539.13,South
W365414P,DRV_350,1730970176,1731229376,401.46,Central
E573322S,DRV_777,1726310828,1733136428,457.03,Northwest
G297500O,DRV_997,1726559581,,351.5,North
D868633W,DRV_559,1714992096,1717584096,545.55,Northwest
P268705Q,DRV_846,1710552636,1711675836,350.84,South
L949375F,DRV_924,1732074579,1736394579,412.46,Northeast
T958887K,DRV_963,1725330541,1731724141,555.1,Northeast
H410564E,DRV_423,1713696801,1721213601,465.44,South
